model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 3 Series,2019,34985.0,Automatic,10742,Diesel,145,48.7,2.0
 2 Series,2020,25485.0,Semi-Auto,877,Diesel,145,64.2,2.0
 X1,2020,26895.0,Semi-Auto,1074,Diesel,145,40.9,2.0
 X1,2019,28875.0,Semi-Auto,150,Petrol,145,35.3,2.0
 5 Series,2017,19875.0,Semi-Auto,24655,Diesel,145,68.9,2.0
 X1,2017,20875.0,Semi-Auto,9637,Diesel,145,55.4,2.0
 3 Series,2019,27285.0,Semi-Auto,11439,Petrol,145,40.9,2.0
 X1,2017,20685.0,Automatic,19116,Diesel,145,57.6,2.0
 X1,2018,23485.0,Semi-Auto,11586,Diesel,145,60.1,2.0
 X1,2016,18895.0,Automatic,26083,Diesel,125,60.1,2.0
 3 Series,2020,28985.0,Semi-Auto,2958,Petrol,145,42.2,2.0
 X1,2019,25285.0,Automatic,11884,Diesel,145,60.1,2.0
 1 Series,2019,33400.0,Semi-Auto,3450,Petrol,145,34.5,2.0
 3 Series,2019,30995.0,Semi-Auto,1000,Diesel,145,49.6,2.0
 X3,2019,38995.0,Semi-Auto,10,Diesel,145,54.3,2.0
 3 Series,2017,17285.0,Manual,30761,Diesel,125,58.9,2.0
 1 Series,2019,19895.0,Semi-Auto,13171,Diesel,150,67.3,2.0
 5 Series,2019,29895.0,Semi-Auto,1000,Petrol,145,50.4,2.0
 5 Series,2019,30995.0,Semi-Auto,1000,Diesel,145,60.1,2.0
 3 Series,2019,25895.0,Semi-Auto,7225,Diesel,150,52.3,2.0
 3 Series,2019,23685.0,Semi-Auto,12288,Petrol,150,47.9,2.0
 5 Series,2019,30995.0,Semi-Auto,5271,Petrol,145,46.3,2.0
 3 Series,2019,19995.0,Automatic,18253,Diesel,145,62.8,2.0
 3 Series,2019,27990.0,Semi-Auto,12500,Diesel,145,48.7,2.0
 3 Series,2017,17495.0,Semi-Auto,23000,Petrol,145,48.7,2.0
 X1,2016,13990.0,Manual,43529,Diesel,125,60.1,2.0
 1 Series,2020,30995.0,Semi-Auto,1000,Diesel,145,48.7,2.0
 3 Series,2019,29485.0,Semi-Auto,4686,Petrol,150,42.2,2.0
 3 Series,2019,23285.0,Semi-Auto,11618,Diesel,150,54.3,2.0
 3 Series,2019,21985.0,Semi-Auto,6659,Diesel,150,55.4,2.0
 3 Series,2019,25895.0,Semi-Auto,9754,Diesel,150,52.3,2.0
 5 Series,2018,29895.0,Semi-Auto,1153,Petrol,150,37.7,2.0
 X1,2013,12685.0,Semi-Auto,60926,Diesel,160,52.3,2.0
 5 Series,2020,30485.0,Semi-Auto,6,Petrol,145,50.4,2.0
 1 Series,2019,18685.0,Semi-Auto,11423,Diesel,145,74.3,2.0
 X1,2016,16690.0,Automatic,32333,Diesel,145,55.4,2.0
 1 Series,2015,12990.0,Automatic,62338,Diesel,125,61.4,2.0
 3 Series,2019,23685.0,Semi-Auto,11454,Petrol,145,47.9,2.0
 X1,2017,16485.0,Semi-Auto,56728,Diesel,145,65.7,2.0
 X1,2013,9695.0,Manual,44000,Diesel,125,57.6,2.0
 1 Series,2018,13477.0,Manual,51000,Diesel,145,50.4,2.0
 3 Series,2016,15995.0,Automatic,43000,Diesel,125,60.1,2.0
 X4,2015,19290.0,Automatic,50323,Diesel,145,54.3,2.0
 1 Series,2012,7995.0,Automatic,54792,Diesel,145,53.3,2.0
 X3,2016,23950.0,Automatic,20000,Diesel,145,54.3,2.0
 4 Series,2018,22950.0,Automatic,1300,Petrol,145,48.7,2.0
 4 Series,2017,17997.0,Automatic,20407,Diesel,145,65.7,2.0
 X1,2017,17795.0,Automatic,40787,Diesel,125,57.6,2.0
 X1,2018,20950.0,Automatic,7000,Diesel,145,60.1,2.0
 3 Series,2017,15475.0,Automatic,58913,Diesel,150,62.8,2.0
 5 Series,2016,13795.0,Automatic,65251,Diesel,125,60.1,2.0
 X4,2016,18995.0,Automatic,74001,Diesel,145,54.3,2.0
 X2,2019,25950.0,Automatic,3078,Petrol,145,36.2,2.0
 X3,2016,22950.0,Automatic,9000,Diesel,145,54.3,2.0
 X1,2016,16700.0,Manual,30590,Diesel,125,60.1,2.0
 X1,2017,17599.0,Automatic,31691,Diesel,145,55.4,2.0
 3 Series,2015,15500.0,Manual,23677,Diesel,125,60.1,2.0
 3 Series,2016,17400.0,Manual,21786,Petrol,125,45.6,2.0
 X3,2016,22000.0,Automatic,34208,Diesel,145,54.3,2.0
 3 Series,2016,13000.0,Manual,31474,Petrol,150,48.7,2.0
 X1,2017,17400.0,Automatic,18911,Diesel,145,65.7,2.0
 X1,2016,16000.0,Manual,20737,Diesel,125,60.1,2.0
 X1,2017,16395.0,Manual,25080,Diesel,125,58.9,2.0
 3 Series,2013,10750.0,Manual,56000,Diesel,125,60.1,2.0
 2 Series,2017,18700.0,Automatic,17814,Petrol,145,47.9,2.0
 X1,2016,16000.0,Manual,47908,Diesel,125,60.1,2.0
 1 Series,2018,16500.0,Automatic,23011,Petrol,145,48.7,2.0
 3 Series,2017,17600.0,Manual,9601,Diesel,145,64.2,2.0
 X1,2016,17200.0,Manual,26117,Diesel,125,60.1,2.0
 3 Series,2018,18480.0,Automatic,24043,Diesel,145,64.2,2.0
 X3,2016,18250.0,Automatic,68000,Diesel,145,54.3,2.0
 4 Series,2016,17999.0,Manual,11834,Diesel,125,57.6,2.0
 1 Series,2013,7888.0,Manual,77419,Diesel,125,60.1,2.0
 3 Series,2016,17150.0,Automatic,56000,Diesel,125,57.6,2.0
 1 Series,2017,15200.0,Manual,4000,Diesel,150,68.9,2.0
 X1,2015,14775.0,Manual,37679,Diesel,125,58.9,2.0
 X4,2017,22795.0,Automatic,40666,Diesel,145,54.3,2.0
 4 Series,2014,14950.0,Automatic,27000,Petrol,160,46.3,2.0
 X3,2016,20800.0,Manual,28000,Diesel,160,52.3,2.0
 5 Series,2017,21850.0,Automatic,33000,Diesel,145,65.7,2.0
 1 Series,2019,18500.0,Automatic,16189,Diesel,150,67.3,2.0
 5 Series,2014,12950.0,Automatic,53000,Diesel,125,60.1,2.0
 X3,2015,20500.0,Automatic,33000,Diesel,145,54.3,2.0
 5 Series,2013,10750.0,Automatic,78500,Diesel,125,57.6,2.0
 5 Series,2016,18250.0,Automatic,17000,Diesel,125,60.1,2.0
 X3,2015,20250.0,Automatic,42000,Diesel,145,54.3,2.0
 X3,2013,14750.0,Automatic,62000,Diesel,160,50.4,2.0
 X3,2015,19850.0,Automatic,54000,Diesel,145,54.3,2.0
 5 Series,2012,9250.0,Automatic,76000,Diesel,125,60.1,2.0
 3 Series,2018,20800.0,Automatic,23217,Diesel,145,64.2,2.0
 3 Series,2014,12800.0,Manual,51477,Diesel,125,57.6,2.0
 X4,2015,17000.0,Automatic,59016,Diesel,145,54.3,2.0
 3 Series,2018,21700.0,Automatic,20778,Diesel,145,57.7,2.0
 1 Series,2015,14800.0,Automatic,40960,Diesel,125,61.4,2.0
 X1,2017,21800.0,Automatic,15313,Diesel,150,60.1,2.0
 3 Series,2013,10950.0,Automatic,58000,Diesel,145,53.3,2.0
 5 Series,2012,9950.0,Manual,82000,Diesel,125,57.6,2.0
 3 Series,2017,19000.0,Automatic,30000,Diesel,145,64.2,2.0
 X3,2015,20500.0,Automatic,35000,Diesel,145,54.3,2.0
 3 Series,2014,10490.0,Automatic,83000,Diesel,125,60.1,2.0
 4 Series,2017,17500.0,Manual,30000,Diesel,145,62.8,2.0
 4 Series,2015,15990.0,Automatic,36000,Petrol,160,46.3,2.0
 3 Series,2017,16500.0,Automatic,60000,Diesel,145,64.2,2.0
 5 Series,2014,13990.0,Automatic,59000,Diesel,125,57.6,2.0
 X1,2015,12990.0,Automatic,57000,Diesel,160,51.4,2.0
 X1,2013,8990.0,Manual,47000,Diesel,160,51.4,2.0
 3 Series,2013,10990.0,Automatic,76000,Diesel,125,58.9,2.0
 X3,2016,19990.0,Automatic,50000,Diesel,145,54.3,2.0
 5 Series,2014,12490.0,Automatic,59000,Diesel,125,57.6,2.0
 5 Series,2014,13490.0,Automatic,39000,Diesel,125,57.6,2.0
 3 Series,2013,9990.0,Manual,51000,Diesel,145,55.4,2.0
 3 Series,2012,8990.0,Manual,59000,Diesel,145,55.4,2.0
 5 Series,2015,13990.0,Automatic,64000,Diesel,145,56.5,2.0
 4 Series,2017,17990.0,Manual,19000,Petrol,145,46.3,2.0
 4 Series,2015,15490.0,Automatic,40000,Diesel,125,60.1,2.0
 1 Series,2017,15490.0,Automatic,26000,Diesel,125,61.4,2.0
 3 Series,2014,11490.0,Automatic,77000,Diesel,145,55.4,2.0
 X3,2015,15490.0,Automatic,74000,Diesel,145,54.3,2.0
 2 Series,2017,13490.0,Manual,28000,Diesel,125,60.1,2.0
 3 Series,2012,8990.0,Manual,62000,Diesel,145,55.4,2.0
 3 Series,2013,8990.0,Manual,80000,Diesel,125,60.1,2.0
 3 Series,2015,10990.0,Automatic,85000,Diesel,125,61.4,2.0
 X3,2015,14490.0,Automatic,31000,Diesel,145,55.4,2.0
 5 Series,2013,10490.0,Automatic,75000,Diesel,125,60.1,2.0
 3 Series,2016,13490.0,Manual,50000,Diesel,125,58.9,2.0
 3 Series,2014,10990.0,Automatic,82000,Diesel,125,58.9,2.0
 X1,2013,7990.0,Manual,64000,Diesel,160,51.4,2.0
 3 Series,2015,8490.0,Manual,83000,Diesel,125,62.8,2.0
 3 Series,2013,8990.0,Automatic,75000,Diesel,145,53.3,2.0
 5 Series,2013,10990.0,Automatic,75000,Diesel,125,57.6,2.0
 5 Series,2014,11490.0,Automatic,73000,Diesel,125,57.6,2.0
 1 Series,2015,10990.0,Manual,42000,Diesel,125,57.6,2.0
 3 Series,2014,12995.0,Manual,61000,Diesel,125,60.1,2.0
 5 Series,2014,12490.0,Automatic,68000,Diesel,125,57.6,2.0
 X3,2012,12490.0,Automatic,70000,Diesel,160,50.4,2.0
 5 Series,2017,20490.0,Automatic,33000,Diesel,145,65.7,2.0
 5 Series,2013,10490.0,Automatic,74000,Diesel,125,57.6,2.0
 3 Series,2012,8990.0,Manual,64000,Diesel,145,55.4,2.0
 X1,2014,9490.0,Manual,50000,Diesel,160,51.4,2.0
 3 Series,2012,8990.0,Manual,65000,Diesel,125,60.1,2.0
 3 Series,2015,12990.0,Manual,62000,Diesel,145,55.4,2.0
 3 Series,2016,14990.0,Automatic,63000,Diesel,125,57.6,2.0
 1 Series,2013,9490.0,Automatic,63000,Diesel,160,51.4,2.0
 4 Series,2014,12490.0,Automatic,72000,Diesel,125,60.1,2.0
 X1,2014,9990.0,Automatic,68000,Diesel,145,56.5,2.0
 1 Series,2013,6990.0,Manual,66000,Diesel,125,60.1,2.0
 3 Series,2019,26750.0,Automatic,6579,Petrol,150,42.2,2.0
 X3,2019,33350.0,Automatic,4020,Diesel,150,54.3,2.0
 5 Series,2014,11990.0,Automatic,85000,Diesel,125,57.6,2.0
 5 Series,2020,26750.0,Automatic,101,Diesel,145,52.3,2.0
 Z4,2020,28500.0,Automatic,101,Petrol,145,38.7,2.0
 3 Series,2019,30850.0,Automatic,7624,Diesel,145,48.7,2.0
 5 Series,2017,21850.0,Automatic,34704,Diesel,150,65.7,2.0
 3 Series,2014,13990.0,Automatic,85000,Diesel,145,55.4,2.0
 X1,2019,30850.0,Automatic,6300,Diesel,145,50.4,2.0
 5 Series,2017,27750.0,Automatic,15899,Diesel,145,57.7,2.0
 5 Series,2013,11990.0,Automatic,56000,Diesel,125,57.6,2.0
 1 Series,2015,13490.0,Automatic,45000,Diesel,125,60.1,2.0
 5 Series,2017,23950.0,Automatic,28629,Diesel,125,60.1,2.0
 5 Series,2019,28950.0,Automatic,6800,Petrol,145,50.4,2.0
 5 Series,2019,30850.0,Automatic,6000,Diesel,145,62.8,2.0
 X3,2015,20850.0,Automatic,36054,Diesel,145,54.3,2.0
 6 Series,2020,36550.0,Automatic,101,Petrol,145,42.8,2.0
 Z4,2019,32550.0,Automatic,824,Petrol,145,38.7,2.0
 5 Series,2020,34550.0,Automatic,110,Diesel,145,44.8,2.0
 2 Series,2019,25850.0,Automatic,5560,Diesel,150,48.7,2.0
 5 Series,2019,28850.0,Automatic,1565,Diesel,145,60.1,2.0
 5 Series,2019,28850.0,Automatic,1647,Diesel,145,60.1,2.0
 5 Series,2019,28000.0,Automatic,1651,Diesel,145,65.7,2.0
 5 Series,2019,32500.0,Automatic,7000,Diesel,145,55.4,2.0
 X1,2019,31850.0,Automatic,3500,Petrol,145,38.7,2.0
 1 Series,2017,18500.0,Automatic,20148,Diesel,150,60.1,2.0
 5 Series,2019,28000.0,Automatic,1662,Diesel,145,65.7,2.0
 X3,2018,30850.0,Automatic,6293,Diesel,145,56.5,2.0
 4 Series,2019,25950.0,Automatic,101,Petrol,145,48.7,2.0
 3 Series,2019,30850.0,Automatic,6272,Diesel,145,48.7,2.0
 6 Series,2019,32750.0,Automatic,9205,Diesel,145,44.1,2.0
 Z4,2020,31350.0,Automatic,111,Petrol,145,38.7,2.0
 X1,2019,29750.0,Automatic,6695,Diesel,150,50.4,2.0
 1 Series,2019,27750.0,Automatic,1947,Diesel,145,48.7,2.0
 5 Series,2019,29450.0,Automatic,2701,Diesel,145,62.8,2.0
 5 Series,2019,29550.0,Automatic,2220,Diesel,145,62.8,2.0
 5 Series,2019,29850.0,Automatic,1550,Diesel,145,62.8,2.0
 3 Series,2019,26750.0,Automatic,6504,Petrol,150,42.2,2.0
 3 Series,2019,28500.0,Automatic,5513,Petrol,150,42.2,2.0
 2 Series,2019,21750.0,Automatic,4416,Diesel,150,65.7,2.0
 4 Series,2019,25850.0,Automatic,8675,Diesel,145,60.1,2.0
 3 Series,2019,26850.0,Automatic,5900,Diesel,145,62.8,2.0
 4 Series,2017,19950.0,Manual,19506,Petrol,145,40.9,2.0
 Z4,2020,30000.0,Automatic,110,Petrol,145,38.7,2.0
 5 Series,2018,20850.0,Automatic,22247,Diesel,145,68.9,2.0
 1 Series,2019,20950.0,Automatic,5573,Diesel,145,65.7,2.0
 2 Series,2019,21550.0,Automatic,6498,Diesel,150,67.3,2.0
 X2,2018,25950.0,Automatic,10429,Diesel,145,58.9,2.0
 2 Series,2019,30000.0,Automatic,4900,Diesel,145,62.8,2.0
 1 Series,2019,19750.0,Automatic,7841,Diesel,145,67.3,2.0
 3 Series,2019,22750.0,Automatic,7005,Petrol,145,44.8,2.0
 4 Series,2017,18950.0,Automatic,30145,Diesel,145,58.9,2.0
 1 Series,2019,20000.0,Automatic,5011,Diesel,145,67.3,2.0
 1 Series,2017,17500.0,Automatic,9020,Diesel,150,65.7,2.0
 X3,2016,21950.0,Automatic,27702,Diesel,145,54.3,2.0
 4 Series,2017,17500.0,Manual,39256,Diesel,145,62.8,2.0
 4 Series,2019,25950.0,Automatic,296,Petrol,145,48.7,2.0
 3 Series,2019,25950.0,Automatic,1517,Diesel,145,64.2,2.0
 2 Series,2019,25000.0,Automatic,4000,Petrol,145,47.9,2.0
 4 Series,2019,30000.0,Automatic,4500,Diesel,145,60.1,2.0
 X2,2019,29950.0,Automatic,4300,Petrol,145,39.2,2.0
 5 Series,2019,30000.0,Automatic,6172,Diesel,145,62.8,2.0
 2 Series,2020,25000.0,Automatic,101,Petrol,145,47.9,2.0
 4 Series,2016,19999.0,Automatic,14408,Petrol,145,48.7,2.0
 2 Series,2015,16950.0,Automatic,22876,Petrol,160,44.1,2.0
 5 Series,2019,26550.0,Automatic,10770,Diesel,145,62.8,2.0
 3 Series,2015,10999.0,Manual,57693,Petrol,160,44.1,2.0
 X1,2017,19750.0,Automatic,13733,Diesel,145,60.1,2.0
 X3,2018,30000.0,Automatic,9854,Diesel,145,56.5,2.0
 X1,2016,18500.0,Automatic,27418,Petrol,160,44.8,2.0
 4 Series,2019,27950.0,Automatic,4900,Petrol,145,48.7,2.0
 4 Series,2019,27950.0,Automatic,4700,Diesel,145,58.9,2.0
 X3,2019,36750.0,Automatic,9002,Diesel,145,54.3,2.0
 4 Series,2019,26750.0,Automatic,8018,Petrol,145,45.6,2.0
 X2,2019,27950.0,Automatic,7971,Diesel,150,58.9,2.0
 2 Series,2019,23450.0,Automatic,6127,Diesel,145,49.6,2.0
 4 Series,2016,16689.0,Automatic,44982,Petrol,145,48.7,2.0
 3 Series,2017,16220.0,Manual,28796,Petrol,125,45.6,2.0
 2 Series,2014,13227.0,Automatic,29236,Petrol,145,47.1,2.0
 3 Series,2019,28500.0,Automatic,6072,Petrol,145,45.6,2.0
 3 Series,2017,20950.0,Automatic,26916,Diesel,125,57.6,2.0
 4 Series,2019,25000.0,Automatic,8016,Diesel,145,60.1,2.0
 Z4,2019,31500.0,Automatic,1682,Petrol,145,38.7,2.0
 4 Series,2017,17557.0,Automatic,36564,Diesel,145,65.7,2.0
 X4,2019,38750.0,Automatic,9793,Diesel,145,42.8,2.0
 5 Series,2019,25850.0,Automatic,7999,Petrol,145,50.4,2.0
 3 Series,2019,23950.0,Automatic,7951,Petrol,150,47.9,2.0
 3 Series,2019,28500.0,Automatic,5109,Petrol,150,42.2,2.0
 3 Series,2014,13350.0,Automatic,42686,Diesel,125,60.1,2.0
 1 Series,2014,9600.0,Manual,60586,Diesel,125,58.9,2.0
 1 Series,2012,6500.0,Manual,58480,Diesel,125,58.9,2.0
 4 Series,2015,14699.0,Manual,28334,Diesel,125,58.9,2.0
 X1,2017,16699.0,Manual,51835,Diesel,145,58.9,2.0
 3 Series,2018,17399.0,Automatic,29433,Diesel,145,62.8,2.0
 5 Series,2018,23200.0,Automatic,9621,Diesel,145,68.9,2.0
 4 Series,2016,17799.0,Automatic,20986,Diesel,125,60.1,2.0
 3 Series,2018,19999.0,Automatic,22510,Diesel,145,64.2,2.0
 3 Series,2016,16479.0,Automatic,25709,Diesel,125,60.1,2.0
 4 Series,2016,17999.0,Automatic,21280,Petrol,145,48.7,2.0
 3 Series,2018,17699.0,Automatic,23814,Diesel,145,64.2,2.0
 X1,2016,20000.0,Automatic,18829,Petrol,160,44.8,2.0
 5 Series,2013,11982.0,Automatic,60702,Diesel,125,57.6,2.0
 2 Series,2018,20000.0,Automatic,18673,Diesel,145,47.1,2.0
 4 Series,2018,20499.0,Automatic,9629,Petrol,145,45.6,2.0
 3 Series,2018,22425.0,Automatic,4136,Petrol,145,46.3,2.0
 X4,2017,18999.0,Automatic,68689,Diesel,145,54.3,2.0
 5 Series,2014,13541.0,Automatic,67000,Diesel,145,55.4,2.0
 5 Series,2016,16499.0,Automatic,33370,Diesel,125,60.1,2.0
 X1,2016,19000.0,Automatic,27673,Diesel,145,55.4,2.0
 1 Series,2018,15999.0,Automatic,18899,Diesel,145,49.6,2.0
 3 Series,2018,18511.0,Automatic,19857,Petrol,145,48.7,2.0
 2 Series,2014,11799.0,Manual,14264,Petrol,160,44.8,2.0
 1 Series,2018,19499.0,Automatic,8316,Diesel,145,44.1,2.0
 4 Series,2017,19600.0,Automatic,19293,Diesel,145,65.7,2.0
 X1,2015,11399.0,Automatic,51526,Diesel,160,52.3,2.0
 X1,2018,22499.0,Automatic,11124,Diesel,145,60.1,2.0
 5 Series,2017,20999.0,Automatic,35431,Diesel,145,65.7,2.0
 3 Series,2016,14596.0,Manual,18271,Petrol,160,45.6,2.0
 X3,2013,9549.0,Manual,67652,Diesel,160,50.4,2.0
 1 Series,2017,13799.0,Manual,22072,Diesel,145,65.7,2.0
 X1,2017,12899.0,Manual,66243,Diesel,145,68.9,2.0
 5 Series,2017,18220.0,Automatic,83352,Diesel,145,65.7,2.0
 X1,2014,11499.0,Automatic,58599,Diesel,160,51.4,2.0
 5 Series,2018,23699.0,Automatic,16042,Diesel,145,68.9,2.0
 X1,2016,21000.0,Automatic,7390,Petrol,160,44.8,2.0
 2 Series,2014,12499.0,Manual,36479,Diesel,125,58.9,2.0
 4 Series,2014,12699.0,Manual,50348,Diesel,125,58.9,2.0
 X1,2017,18199.0,Automatic,29825,Diesel,145,65.7,2.0
 5 Series,2018,23399.0,Automatic,20093,Diesel,145,68.9,2.0
 3 Series,2018,20599.0,Automatic,22478,Petrol,145,47.9,2.0
 3 Series,2015,14499.0,Manual,28656,Petrol,145,47.9,2.0
 5 Series,2015,12899.0,Automatic,76096,Diesel,125,60.1,2.0
 1 Series,2012,5999.0,Manual,70876,Diesel,145,56.5,2.0
 1 Series,2013,8490.0,Manual,70160,Diesel,125,60.1,2.0
 3 Series,2018,19999.0,Automatic,16882,Diesel,145,62.8,2.0
 4 Series,2017,17940.0,Automatic,38013,Diesel,145,60.1,2.0
 1 Series,2012,7940.0,Manual,54811,Diesel,125,60.1,2.0
 X4,2016,20470.0,Automatic,52131,Diesel,150,54.3,2.0
 X1,2013,8790.0,Automatic,78661,Diesel,165,52.3,2.0
 5 Series,2019,21000.0,Automatic,20789,Petrol,145,50.4,2.0
 4 Series,2017,20000.0,Automatic,14282,Petrol,145,48.7,2.0
 5 Series,2018,24299.0,Automatic,9273,Diesel,145,68.9,2.0
 5 Series,2017,23000.0,Automatic,10740,Diesel,145,65.7,2.0
 4 Series,2015,16999.0,Automatic,46028,Diesel,125,58.9,2.0
 3 Series,2013,9943.0,Manual,52438,Diesel,125,60.1,2.0
 1 Series,2018,14000.0,Manual,8228,Diesel,145,68.9,2.0
 4 Series,2017,12789.0,Manual,85366,Diesel,145,62.8,2.0
 5 Series,2016,16440.0,Automatic,37323,Diesel,125,60.1,2.0
 5 Series,2016,16695.0,Automatic,39727,Diesel,125,60.1,2.0
 2 Series,2018,13470.0,Automatic,67062,Diesel,145,51.4,2.0
 3 Series,2012,10240.0,Automatic,37089,Petrol,160,47.1,2.0
 X1,2013,10440.0,Automatic,46217,Diesel,165,52.3,2.0
 4 Series,2016,15440.0,Manual,24083,Petrol,160,46.3,2.0
 X1,2017,14940.0,Manual,64235,Diesel,125,60.1,2.0
 3 Series,2015,11690.0,Automatic,69002,Diesel,125,60.1,2.0
 3 Series,2017,15940.0,Automatic,32997,Diesel,145,67.3,2.0
 3 Series,2018,15490.0,Manual,38631,Diesel,145,62.8,2.0
 2 Series,2016,14990.0,Manual,46527,Diesel,125,60.1,2.0
 3 Series,2018,17240.0,Automatic,40739,Diesel,145,64.2,2.0
 5 Series,2014,13290.0,Automatic,62125,Diesel,150,55.4,2.0
 3 Series,2018,19940.0,Automatic,27246,Diesel,145,64.2,2.0
 3 Series,2014,12579.0,Automatic,50750,Diesel,125,57.6,2.0
 X1,2016,17000.0,Manual,31327,Diesel,125,58.9,2.0
 X1,2017,17500.0,Automatic,27753,Diesel,145,65.7,2.0
 4 Series,2016,17940.0,Automatic,27069,Petrol,165,45.6,2.0
 3 Series,2017,17650.0,Manual,17170,Diesel,150,60.1,2.0
 2 Series,2017,17940.0,Manual,9369,Diesel,145,60.1,2.0
 5 Series,2019,24970.0,Automatic,10628,Petrol,150,47.9,2.0
 X1,2018,22470.0,Automatic,9365,Petrol,145,44.8,2.0
 5 Series,2012,9690.0,Automatic,71375,Diesel,125,57.6,2.0
 4 Series,2018,22770.0,Automatic,13623,Diesel,145,58.9,2.0
 3 Series,2017,14497.0,Manual,61093,Petrol,150,45.6,2.0
 X1,2017,17890.0,Automatic,33124,Diesel,125,60.1,2.0
 X4,2017,22670.0,Automatic,41543,Diesel,150,54.3,2.0
 X1,2018,22950.0,Automatic,14968,Diesel,150,60.1,2.0
 3 Series,2015,14495.0,Automatic,43838,Diesel,125,61.4,2.0
 X3,2016,20940.0,Automatic,19000,Diesel,150,54.3,2.0
 3 Series,2019,24850.0,Automatic,7438,Petrol,145,42.2,2.0
 3 Series,2019,24450.0,Automatic,23150,Diesel,150,52.3,2.0
 X1,2018,22900.0,Automatic,10923,Petrol,150,37.7,2.0
 2 Series,2019,22950.0,Automatic,8225,Diesel,150,61.4,2.0
 3 Series,2019,27750.0,Automatic,4879,Petrol,150,41.5,2.0
 5 Series,2017,22350.0,Automatic,30141,Diesel,145,60.1,2.0
 2 Series,2017,15250.0,Automatic,13311,Petrol,145,61.4,2.0
 X1,2019,24950.0,Automatic,7542,Diesel,145,60.1,2.0
 4 Series,2019,23250.0,Automatic,10847,Diesel,145,65.7,2.0
 X1,2019,24950.0,Automatic,9412,Diesel,145,60.1,2.0
 4 Series,2019,23350.0,Automatic,9564,Diesel,145,65.7,2.0
 X1,2019,24950.0,Automatic,7032,Diesel,145,60.1,2.0
 X2,2019,26750.0,Automatic,2077,Diesel,150,58.9,2.0
 X3,2015,18950.0,Automatic,15131,Diesel,150,54.3,2.0
 X1,2019,24950.0,Automatic,5217,Diesel,145,60.1,2.0
 5 Series,2019,22900.0,Automatic,12568,Petrol,145,47.9,2.0
 2 Series,2017,15950.0,Automatic,39758,Diesel,145,62.8,2.0
 1 Series,2017,13450.0,Automatic,35835,Diesel,150,70.6,2.0
 2 Series,2017,16512.0,Automatic,21284,Petrol,145,48.7,2.0
 4 Series,2018,19495.0,Manual,7621,Diesel,150,62.8,2.0
 3 Series,2018,17488.0,Manual,29384,Petrol,145,47.9,2.0
 3 Series,2014,11205.0,Manual,47735,Petrol,160,44.8,2.0
 5 Series,2013,11899.0,Automatic,38705,Diesel,125,60.1,2.0
 3 Series,2017,17541.0,Automatic,24536,Petrol,145,48.7,2.0
 X1,2019,24950.0,Automatic,9469,Diesel,145,60.1,2.0
 X1,2019,24800.0,Automatic,10577,Diesel,145,60.1,2.0
 3 Series,2017,17490.0,Manual,23828,Diesel,145,64.2,2.0
 2 Series,2018,13895.0,Manual,49631,Diesel,145,64.2,2.0
 X1,2019,24800.0,Automatic,10576,Diesel,145,60.1,2.0
 X1,2019,24950.0,Automatic,9849,Diesel,145,60.1,2.0
 X1,2019,24950.0,Automatic,9564,Diesel,145,60.1,2.0
 4 Series,2019,23250.0,Automatic,10324,Diesel,145,65.7,2.0
 4 Series,2013,13499.0,Automatic,32247,Petrol,160,44.8,2.0
 2 Series,2020,35950.0,Automatic,4597,Petrol,145,36.2,2.0
 3 Series,2018,18199.0,Manual,13503,Diesel,145,64.2,2.0
 3 Series,2016,12999.0,Manual,52224,Diesel,125,62.8,2.0
 4 Series,2019,23350.0,Automatic,9189,Diesel,145,65.7,2.0
 X1,2016,19499.0,Automatic,21822,Diesel,125,60.1,2.0
 X1,2016,17499.0,Automatic,45234,Diesel,125,60.1,2.0
 2 Series,2018,13299.0,Manual,45166,Diesel,145,65.7,2.0
 3 Series,2019,24850.0,Automatic,10633,Petrol,145,42.2,2.0
 2 Series,2016,17299.0,Automatic,27519,Petrol,160,44.1,2.0
 X3,2015,14999.0,Automatic,85938,Diesel,145,54.3,2.0
 4 Series,2014,12499.0,Automatic,80450,Diesel,145,56.5,2.0
 X1,2018,16999.0,Automatic,35077,Diesel,145,65.7,2.0
 X1,2016,20295.0,Automatic,16917,Diesel,145,55.4,2.0
 5 Series,2017,22119.0,Automatic,25399,Diesel,145,65.7,2.0
 1 Series,2017,14011.0,Manual,22677,Diesel,145,65.7,2.0
 5 Series,2013,11850.0,Automatic,65359,Diesel,125,57.6,2.0
 X1,2014,10999.0,Automatic,45740,Diesel,160,52.3,2.0
 3 Series,2015,13399.0,Manual,40219,Diesel,125,61.4,2.0
 X5,2015,21250.0,Automatic,78902,Diesel,160,50.4,2.0
 2 Series,2017,18299.0,Automatic,22502,Diesel,145,55.4,2.0
 4 Series,2016,15500.0,Automatic,67429,Petrol,145,48.7,2.0
 X1,2013,9499.0,Manual,45750,Diesel,160,51.4,2.0
 3 Series,2018,17799.0,Automatic,18506,Diesel,145,64.2,2.0
 X1,2016,16995.0,Automatic,44016,Diesel,150,55.4,2.0
 X5,2015,26500.0,Automatic,31885,Diesel,160,52.3,2.0
 4 Series,2017,19352.0,Automatic,36220,Diesel,145,65.7,2.0
 4 Series,2018,20000.0,Automatic,35042,Diesel,145,65.7,2.0
